1.32496	29.8977	1.82884	19.1683	6.07195	7.86844	2.3843	6.43904	5.4479				
1.90341	10.1281	6.50422	78.3136	2.27692	2.09758	8.52226	9.88358	8.02535				
1.69377	3.37051	6.74162	36.687	5.62301	6.84264	7.8796	12.9588	7.7951				
1.87944	25.2553	6.32605	84.9704	14.109	7.78533	9.36079	7.40395	8.11077				
1.56459	1.21749	5.66729	54.4585	6.30163	3.1964	2.6216	3.70254	2.83171				
1.32184	28.6674	6.1465	60.4648	1.16519	5.64399	4.98741	8.04959	9.15442				
1.02292	1.55939	8.40927	26.7987	9.24161	7.31287	7.70134	12.0822	2.6489				
1.86693	48.6643	9.73462	10.7898	14.0027	3.99369	1.72143	4.26393	5.83559				
1.21761	45.2206	9.91214	64.6332	13.6306	9.43153	5.81081	12.9483	8.6478				
1.63082	43.4771	9.15124	97.8736	11.3435	3.46249	4.92144	4.55361	1.54643				
1.25097	32.9651	6.0395	49.1364	9.20716	9.22682	5.98558	3.02311	7.11209				
1.63041	42.0658	6.15723	98.7011	3.26536	7.51368	4.0953	1.11115	7.79827				
1.46901	43.9624	4.93927	47.5205	13.9499	4.98357	9.12948	2.23387	5.63621				
1.51586	48.8725	5.40429	36.1764	7.13821	1.77257	6.22931	4.51675	2.2902				
1.95828	27.6059	4.55555	80.3275	13.1219	9.4892	9.66095	8.70064	7.41048				
1.61995	13.9557	5.32051	15.633	9.59611	3.39558	2.55298	11.4272	1.26921				
1.30208	41.6872	5.9569	61.746	5.1698	1.64222	6.01411	11.9286	6.19015				
1.30586	8.3485	9.33646	43.2899	8.65598	2.26304	7.02948	5.68674	4.73863				
1.44395	30.0925	5.53035	59.5685	12.5991	5.84987	5.07828	12.8764	3.93491				
1.40456	37.7356	7.15816	59.7447	9.34541	8.04812	5.53662	10.7749	9.10639				
1.4949	46.0472	7.08427	65.7881	10.1191	9.61885	5.99099	12.876	2.36058				
1.56389	6.34194	3.72491	94.7629	3.57842	6.19963	8.68265	14.322	7.36657				
1.03996	39.3805	9.58214	66.638	10.743	8.50902	5.30189	5.88863	1.85967				
1.25294	4.21676	3.8097	69.0233	1.32811	9.3963	9.48888	12.1116	3.91084				
1.09576	34.0208	6.88315	60.3559	5.8794	8.69222	8.10067	6.25119	4.26634				
1.97521	48.3658	4.58835	31.4985	7.14078	4.64072	2.68918	4.75379	7.63425				
1.90416	24.3704	3.90435	29.8282	8.10176	1.32696	6.48189	6.03996	9.72254				
1.8708	3.72996	8.30075	19.5237	13.7172	4.57113	3.25889	14.3023	5.07847				
1.75561	30.8056	2.94912	98.5668	10.3952	3.415	4.32742	7.99318	9.6608				
1.91505	43.2836	9.75571	63.3481	12.649	9.76238	3.92392	11.139	5.0209				
1.31297	2.88098	8.75054	97.0452	6.90767	3.00773	2.76307	14.3353	3.64903				
1.31306	45.473	9.48578	69.6735	2.21624	2.01658	9.29076	4.06344	7.84481				
1.36054	9.55869	1.68421	30.8577	12.6524	7.07951	7.67975	10.8698	9.31037				
1.59507	49.8755	6.29464	38.3765	10.1582	9.92296	5.13835	2.30672	9.44417				
1.67649	5.17145	8.24051	77.4778	4.5744	5.76795	7.22267	10.1936	1.58802				
1.64293	2.07218	6.76865	48.3915	2.36835	2.41608	7.33921	5.07877	1.37627				
1.78399	38.5828	5.75653	42.7458	13.758	8.8426	2.93863	6.689	5.79033				
1.80479	47.4999	1.69177	32.5181	6.25476	8.56893	7.92153	10.0201	5.23848				
1.35666	12.8659	5.28064	45.8137	7.39263	5.40367	8.25238	12.0804	6.1649				
1.27762	36.3127	9.68498	29.4694	8.84006	5.33309	5.86412	6.56795	1.49466				
1.77341	31.3287	3.77764	26.6495	1.68962	2.17293	9.332	2.67226	2.99641				
1.64148	32.2962	4.87849	97.5067	9.49664	6.00465	1.90892	4.31605	5.2019				
1.89605	41.2577	2.4821	57.0912	2.39441	9.58249	2.03263	7.231	7.31538				
1.89497	23.0436	9.11233	39.7398	11.4006	2.15877	7.568	1.96039	7.9578				
1.40361	31.2525	3.51051	46.0389	6.64727	7.1691	2.23989	3.18471	8.77149				
1.88696	40.2338	9.75867	31.6303	6.8052	7.49937	8.64132	13.4898	8.09297				
1.24704	16.7067	9.54814	61.5562	4.97834	8.94032	4.94235	2.50335	9.44518				
1.30976	5.38169	5.9558	39.9652	7.70571	3.9538	6.83924	6.29168	5.3832				
1.39649	48.3986	5.87092	55.4239	11.8168	5.43002	3.43033	9.22419	7.21276				
1.87127	14.4016	1.47252	94.2305	5.51014	2.81065	4.75055	6.88731	5.03241				
1.27646	3.83002	5.42443	42.053	8.89507	2.69137	9.16458	11.4692	5.52015				
1.38362	2.43022	2.9518	61.4957	2.00797	4.0572	7.54904	5.12073	5.61383				
1.25202	4.84323	5.30775	62.936	6.17652	1.59401	4.76282	13.7662	2.26461				
1.06736	39.2528	3.20126	73.2356	1.07269	1.46142	9.37231	8.79253	2.3854				
1.60175	34.4517	6.08045	18.1808	6.62411	1.46463	8.52389	7.84009	3.208				
1.82506	7.70049	3.61983	67.464	12.5877	1.47138	8.05266	12.8652	1.0114				
1.57408	1.94895	8.32139	57.7377	1.56545	5.11916	4.91771	14.7335	5.27442				
1.89603	29.4956	3.69734	65.469	9.60907	5.25349	2.65643	13.3402	8.47888				
1.01921	20.5817	6.70578	84.8727	4.95314	2.51086	4.02136	3.37035	1.3549				
1.2931	21.2844	5.07218	54.7545	13.6485	9.9556	6.73189	14.905	2.15368				
1.31626	19.4439	7.94754	27.5804	4.27277	8.54648	3.20029	13.207	3.37246				
1.95602	3.78402	9.92205	47.412	2.69763	1.66675	7.63431	1.04644	7.81685				
1.25579	1.90267	8.96136	73.1101	7.26219	1.70558	1.47505	13.0593	2.83528				
1.69188	49.6341	6.62426	29.3459	10.0137	3.6561	7.04872	6.38072	3.37069				
1.7807	37.5306	1.45061	43.7686	5.3081	9.33257	8.89805	11.1019	3.7791				
1.81672	6.13649	2.96498	83.3421	2.35153	4.80586	7.70944	4.27122	2.52712				
1.2759	39.1041	5.16099	71.3456	8.55354	5.04102	8.79696	6.64022	6.50101				
1.14587	18.2595	2.58648	99.6315	6.31399	7.87994	3.23208	13.1162	1.52228				
1.73868	16.0247	9.20364	60.4706	13.7797	6.18753	2.78015	10.1988	8.19711				
1.41305	27.4035	4.12077	26.5758	5.84088	9.2049	3.20641	6.11429	5.05836				
1.56467	46.9917	9.37527	55.9994	11.5076	9.69423	1.97519	1.36534	5.17637				
1.68207	33.7505	5.32171	35.7131	3.37004	2.24179	1.09326	8.26953	9.37251				
1.53122	13.6929	8.93688	51.5263	12.174	5.78244	7.60482	3.57816	6.99296				
1.50091	17.423	2.93156	27.5918	14.1199	7.73734	1.02779	10.6393	5.34073				
1.63991	42.471	3.87583	49.2097	4.71025	7.36846	9.27474	1.96681	1.38723				
1.63633	40.5036	2.49301	78.2739	9.48199	8.23592	5.64665	2.37157	9.55234				
1.46482	23.0065	7.83752	44.4722	10.4706	8.59173	6.02493	8.1127	7.56634				
1.67271	22.7829	2.05183	56.2457	8.22368	6.33161	9.48506	5.26592	9.49386				
1.68691	47.8061	4.71254	66.2231	9.66569	1.59069	1.74538	3.97786	6.16116				
1.49304	21.1258	3.03618	13.1275	11.5934	8.86167	5.74751	3.47922	7.83481				
1.45556	7.77461	3.57769	98.2487	5.2213	2.81691	4.25633	5.9636	3.76054				
1.18607	1.46479	8.0509	99.0345	8.66222	9.84652	6.69596	4.67781	7.09943				
1.38985	32.212	8.68115	90.9918	5.80793	4.03017	9.61666	8.46973	3.16551				
1.46335	46.6662	3.23921	16.3932	4.48901	7.03581	7.37096	9.27401	7.23164				
1.86226	9.3032	1.79121	36.3412	5.01957	7.93275	3.76173	2.7972	3.35865				
1.64104	23.639	7.27946	87.8338	1.43478	9.4091	1.54979	14.2592	4.70199				
1.35798	6.94445	9.82657	44.7222	4.12746	4.45942	3.1093	7.92764	9.4351				
1.46151	27.2113	2.68127	10.5651	3.17977	3.70356	2.62384	6.05981	7.09263				
1.39853	49.598	2.0896	56.0048	7.8904	6.59085	7.24268	8.01434	4.08111				
1.53003	19.4361	4.20176	43.6176	3.57123	7.90143	6.34444	11.23	7.68408				
1.5889	10.822	8.60026	97.3762	14.6322	2.98716	3.54907	3.39653	5.30978				
1.57159	2.01576	6.87606	43.3334	9.7045	9.17193	1.78943	5.48991	1.88723				
1.56661	48.4898	9.48011	57.9066	1.7288	5.58471	9.06862	2.07823	8.67404				
1.67548	1.61742	3.39698	97.7889	13.8186	7.5205	9.6801	5.17485	9.91713				
1.85145	24.6975	8.51481	52.942	11.3264	8.60117	8.44893	13.1154	7.54113				
1.60458	25.6155	1.45427	73.5492	13.0517	5.37525	5.85929	1.53267	5.86335				
1.21396	1.92275	9.28539	53.0221	8.83833	2.20267	1.64604	11.1404	7.18454				
1.65796	15.1671	9.66091	13.4407	5.48241	2.98907	2.46266	12.4832	2.48148				
1.67269	3.70797	6.16565	15.772	4.72655	9.24415	9.4658	11.8105	4.5257				
1.86113	31.616	7.2228	85.4636	5.36295	3.55406	8.24235	12.7213	2.85064				
1.97949	43.6388	8.04957	53.816	6.58507	4.60498	8.95844	1.4107	4.31554				
1.03757	4.03739	7.64285	44.6267	12.9333	4.3663	2.04822	3.04702	5.81317				
1.70217	38.0454	8.53283	11.2422	4.67179	1.59137	6.23744	2.6835	1.0485				
1.53061	42.4411	6.5552	26.9459	14.2304	7.10839	6.72158	2.21084	3.99367				
1.62888	30.6988	7.49543	28.7395	10.9333	2.06505	3.01046	2.77231	1.39908				
1.80679	48.3933	5.12328	83.3495	13.7041	1.52915	1.74433	9.07002	7.87176				
1.50427	34.2564	8.76931	96.2077	3.32793	4.2338	3.85742	9.29497	1.07927				
1.02689	32.2573	8.60416	72.5173	7.96842	1.5308	4.73553	3.87749	7.38454				
1.49069	11.8975	6.86326	71.9786	13.5764	2.54409	1.00039	14.4358	6.39315				
1.18477	16.512	9.80576	52.9937	11.5914	2.58919	2.6708	3.95565	3.78269				
1.82915	3.69443	1.62906	71.1988	12.1639	7.55279	3.73396	9.53499	2.79501				
1.89099	28.4703	4.6392	16.7757	13.9182	4.70599	4.59081	11.2661	6.58456				
1.27962	47.7216	9.4419	32.0051	10.4636	4.69507	6.0602	1.30527	1.78867				
1.00851	39.1154	3.85851	72.8853	4.51672	8.2738	7.93384	5.60432	3.24988				
1.19492	38.2166	8.22444	55.7528	2.51501	6.84544	2.61313	9.50962	9.84407				
1.13697	24.9853	4.04336	20.3377	10.8446	3.71391	3.39179	11.1047	4.35833				
1.08082	29.4149	8.51436	37.1535	11.4336	3.50211	8.07095	13.9361	2.08722				
1.65067	24.1902	5.16645	69.3808	14.9723	9.71374	2.07325	4.50581	9.47747				
1.49357	22.8018	5.27027	44.2291	7.47507	4.30745	5.23507	5.31945	6.56058				
1.77746	31.6247	5.07054	46.8814	7.34822	7.76054	5.07345	1.64761	8.34331				
1.28867	14.1081	4.59279	35.9836	7.43614	2.00218	6.63152	1.16188	5.93523				
1.43315	34.2582	9.33348	10.5565	2.77105	4.84497	8.77753	11.0392	1.77659				
1.26617	6.48634	6.52575	95.6862	1.30948	4.1088	8.91684	8.09469	5.5398				
1.00225	24.2083	3.56687	76.7879	7.04865	3.07427	7.37135	11.702	2.48793				
1.34947	47.7913	8.78218	59.2243	3.16496	5.73241	5.53759	11.0292	7.21097				
1.55114	21.3088	9.43921	82.1692	10.8233	7.09042	5.31763	2.2673	6.21458				
1.63713	45.2019	6.7046	84.9428	13.5417	1.62514	7.01538	7.16429	6.99647				
1.07873	15.3385	3.48248	41.9421	11.2023	8.5165	2.93588	11.0531	6.33639				
1.63521	27.0302	9.79323	69.6372	1.96339	5.19196	7.27927	13.116	2.28999				
1.32675	20.2989	7.42846	61.0087	11.2629	1.13398	4.3201	12.2511	8.83979				
1.06846	3.05997	2.87619	53.7446	3.82319	8.50945	5.7008	2.02404	6.84659				
1.99336	27.5705	3.69673	95.7007	7.20631	7.56979	7.58383	2.11333	4.33093				
1.06056	15.0535	9.64741	61.3603	9.06899	7.7073	2.34233	14.184	7.63619				
1.94087	41.8519	4.16745	92.9495	1.57895	5.14643	1.98229	1.04663	2.82347				
1.58459	29.9196	5.27163	61.9909	5.07819	4.14547	4.44374	4.22389	1.99563				
1.0385	3.5223	2.67915	56.6463	9.15791	7.38602	3.34338	8.89535	2.279				
1.22784	31.6992	9.29845	46.6985	11.11	1.39026	6.84096	1.66587	8.78553				
1.8889	5.08177	8.34173	19.3413	6.89105	2.76988	8.16738	14.1856	5.11175				
1.57581	24.7976	1.96334	33.3149	10.913	7.17166	2.83459	13.1554	9.61949				
1.29399	44.2128	6.80402	53.2615	3.71975	2.22697	9.11419	5.58916	3.00594				
1.28209	3.20241	1.7803	44.8072	4.69604	2.94506	1.56251	10.3194	1.55451				
1.90722	19.0234	4.73884	58.0308	4.91034	9.22392	9.87124	12.7852	8.326				
1.49267	4.60082	7.48518	80.7054	2.14219	7.61165	7.10569	13.3679	2.73822				
1.9249	31.4158	1.7048	25.3601	7.8527	9.18796	8.12335	11.0149	1.25386				
1.22681	39.432	5.75069	32.0087	11.7128	8.20447	7.67905	8.53833	4.26952				
1.12672	38.8974	9.92584	61.2567	11.5384	3.50248	7.21132	9.28074	8.14286				
1.98131	21.4261	6.33436	18.3956	5.2798	1.02796	7.73504	14.3038	9.81744				
1.58171	45.244	3.53666	67.2594	9.9108	8.44394	9.72272	4.67968	9.64182				
1.692	31.4369	9.84392	20.253	6.93913	6.25677	1.69938	12.7762	8.27217				
1.24492	22.8295	8.66496	12.3634	4.27519	2.69242	7.84818	11.6434	1.26509				
1.64086	19.7771	1.10485	42.6821	11.5011	9.84557	5.27066	6.03033	9.45761				
1.46669	13.7799	8.74685	78.9465	4.96873	1.3874	7.46848	5.99738	2.68985				
1.63953	39.32	8.59717	33.353	9.65054	7.30663	2.95809	6.42814	9.81789				
1.8734	11.7379	5.81389	21.3232	13.5077	5.65165	4.92369	5.69996	2.51006				
1.87713	26.1238	4.47162	43.165	11.0549	6.28082	8.50967	6.88505	3.15617				
1.72912	10.02	5.76947	10.8058	8.71796	3.81904	6.92894	1.33733	5.03733				
1.4645	6.96038	8.09356	12.2577	6.89086	5.01787	9.30476	10.5365	3.95453				
1.46963	44.5419	1.61665	39.8888	2.51274	9.44881	8.00085	11.1534	3.27186				
1.96555	1.89769	1.4476	51.2672	12.6595	1.71227	7.78469	1.0073	6.4045				
1.20998	15.0381	2.06701	78.6507	10.8553	3.22758	4.90992	8.05622	6.02774				
1.31086	29.8499	3.58052	23.3358	11.1034	8.32231	5.60918	4.07742	8.15396				
1.12971	23.9871	6.327	52.4906	11.7391	1.09497	9.47322	5.09798	8.88993				
1.18632	16.1552	1.93471	16.9557	2.98174	6.02964	8.46626	9.62566	5.5732				
1.18907	33.3588	7.202	41.6748	1.29856	4.8649	9.70842	12.1394	2.00383				
1.5088	18.1244	7.81874	13.7835	9.0906	7.93062	5.55369	14.1006	5.58841				
1.74891	47.8419	3.16494	38.2796	4.58599	3.997	2.92279	10.546	3.27468				
1.06225	21.2573	2.41927	41.1497	4.8323	4.34938	2.59744	3.49779	6.94542				
1.54135	49.1887	7.52559	83.2658	5.90658	8.05069	6.14081	10.2035	7.01491				
1.38728	31.4633	4.6904	60.1893	2.74905	5.24311	3.0562	2.30765	7.57624				
1.05177	13.8719	5.4582	98.8156	4.49173	5.0117	7.60111	12.345	4.62535				
1.00345	32.8981	1.60903	62.8238	3.54352	6.64333	6.58697	14.0634	5.39948				
1.60718	10.9904	2.8962	12.3372	7.60602	7.50297	4.19582	4.38646	6.21014				
1.89968	24.7367	5.54334	62.229	9.14044	7.14814	5.40487	2.80534	3.56629				
1.80052	44.4359	5.56656	73.0632	3.71663	8.98737	7.40736	7.19174	9.11302				
1.56255	32.0382	7.06902	86.7982	6.83037	1.38692	7.14591	10.491	3.74197				
1.68088	13.6379	6.51556	32.0123	7.31958	3.2666	1.93025	4.17881	7.27919				
1.73661	13.2568	8.54348	59.121	6.32212	4.95897	3.97935	1.85032	9.67164				
1.58238	21.9992	5.84325	37.7246	8.06199	3.98138	9.25093	11.6141	8.5055				
1.70305	16.7139	9.19918	32.6791	8.75967	7.47949	9.45983	14.6282	8.31548				
1.08079	18.2708	5.21351	22.8923	3.67185	5.00112	3.138	7.97201	8.84159				
1.5389	19.0833	2.57513	69.5538	4.78636	4.23544	9.30028	3.39283	3.53728				
1.15152	44.3436	7.75073	75.2327	13.5382	8.62081	7.56203	9.20573	7.35522				
1.91427	37.8021	3.23284	44.8632	7.48384	6.60915	6.5907	1.91739	2.03293				
1.12907	23.4898	5.67633	49.5429	1.8378	3.6762	6.01619	12.4964	8.35496				
1.18679	19.272	4.30429	59.0919	9.15214	6.48131	7.78977	6.3128	8.82648				
1.37019	44.289	6.94852	96.8191	5.82467	7.34821	1.62392	2.09524	4.26664				
1.80612	45.0606	2.9896	60.4205	12.1907	3.23001	6.73711	6.1302	4.22035				
1.61288	15.5369	8.19932	98.7869	8.52563	1.31791	4.71473	2.2706	3.82338				
1.27443	49.5978	1.75177	58.6014	7.0336	8.80019	1.71722	1.72712	8.29479				
1.98575	7.4814	9.98144	85.2924	10.4316	5.62369	4.18601	10.6582	7.48738				
1.21444	23.5069	7.22404	59.7228	5.24956	9.5553	2.97571	14.8343	3.48174				
1.62732	29.5875	4.35598	51.5749	2.75297	8.2224	4.31958	8.48627	4.90167				
1.30145	44.8795	8.99405	98.2149	1.22726	4.89483	8.01942	4.50078	9.25869				
